time,open,high,low,close,FVG,Swing Order Blocks Signal OB,Internal Order Blocks Signal OB,Internal Order Blocks+ Swing Order Blocks Signal OB
2026-03-12T05:10:00+08:00,1.15668,1.157,1.15668,1.1569,,,,
2026-03-12T05:15:00+08:00,1.15691,1.1571,1.15646,1.15673,,,,
2026-03-12T05:20:00+08:00,1.15672,1.15675,1.15647,1.15654,,,,
2026-03-12T05:25:00+08:00,1.15654,1.15663,1.15642,1.15653,,,,
2026-03-12T05:30:00+08:00,1.15652,1.15661,1.15645,1.1566,,,,
2026-03-12T05:35:00+08:00,1.15659,1.1566,1.15659,1.1566,,,,
2026-03-12T05:40:00+08:00,1.15659,1.15668,1.15659,1.1566,,,,
2026-03-12T05:45:00+08:00,1.15661,1.15661,1.15655,1.15657,,,,
2026-03-12T05:50:00+08:00,1.15657,1.15659,1.1565,1.15655,,,,
2026-03-12T05:55:00+08:00,1.15654,1.15727,1.15648,1.15724,,,,
2026-03-12T06:00:00+08:00,1.15729,1.15738,1.1568,1.15686,,,,
2026-03-12T06:05:00+08:00,1.15683,1.15684,1.15666,1.1567,,,,
2026-03-12T06:10:00+08:00,1.1567,1.15692,1.1567,1.15682,,,,
2026-03-12T06:15:00+08:00,1.15682,1.1569,1.15672,1.1568,,,,
2026-03-12T06:20:00+08:00,1.1568,1.1568,1.15651,1.15651,,,,
2026-03-12T06:25:00+08:00,1.15652,1.15655,1.15599,1.1561,,,,
2026-03-12T06:30:00+08:00,1.1561,1.15615,1.15564,1.15564,,,,
2026-03-12T06:35:00+08:00,1.15564,1.15589,1.15552,1.15558,,,,
2026-03-12T06:40:00+08:00,1.15558,1.1556,1.15511,1.15511,,,,
2026-03-12T06:45:00+08:00,1.15512,1.15542,1.1551,1.15521,,,,
2026-03-12T06:50:00+08:00,1.1552,1.15521,1.15504,1.15509,,,,
2026-03-12T06:55:00+08:00,1.1551,1.15513,1.15496,1.15501,,,,
2026-03-12T07:00:00+08:00,1.15503,1.15538,1.1548,1.15497,,,,
2026-03-12T07:05:00+08:00,1.15496,1.15523,1.15482,1.15483,,,,
2026-03-12T07:10:00+08:00,1.15484,1.15498,1.15479,1.15492,,,,
2026-03-12T07:15:00+08:00,1.15495,1.15498,1.15457,1.1546,,,,
2026-03-12T07:20:00+08:00,1.15458,1.1548,1.15453,1.15461,,,,
2026-03-12T07:25:00+08:00,1.15462,1.15479,1.1545,1.15452,,,,
2026-03-12T07:30:00+08:00,1.15451,1.15452,1.15419,1.1542,,,,
2026-03-12T07:35:00+08:00,1.15419,1.15444,1.1541,1.15413,,,,
2026-03-12T07:40:00+08:00,1.15414,1.15422,1.154,1.15421,,,,
2026-03-12T07:45:00+08:00,1.1542,1.15429,1.154,1.15404,,,,
2026-03-12T07:50:00+08:00,1.15405,1.15437,1.15399,1.15437,,,,
2026-03-12T07:55:00+08:00,1.15436,1.15436,1.15406,1.15427,,,,
2026-03-12T08:00:00+08:00,1.15427,1.15432,1.154,1.15407,,,,
2026-03-12T08:05:00+08:00,1.15407,1.15407,1.1535,1.15371,,,,
2026-03-12T08:10:00+08:00,1.15369,1.15392,1.1534,1.15342,,,,
2026-03-12T08:15:00+08:00,1.15343,1.15368,1.15341,1.15347,,,,
2026-03-12T08:20:00+08:00,1.1535,1.15393,1.15343,1.15388,,,,
2026-03-12T08:25:00+08:00,1.15386,1.15409,1.15355,1.15394,,,,
2026-03-12T08:30:00+08:00,1.15395,1.15403,1.15375,1.15402,,,,
2026-03-12T08:35:00+08:00,1.15401,1.15453,1.15401,1.15451,,,,
2026-03-12T08:40:00+08:00,1.15452,1.15478,1.15451,1.15473,,,,
2026-03-12T08:45:00+08:00,1.15474,1.15501,1.15471,1.15495,,,,
2026-03-12T08:50:00+08:00,1.15494,1.15494,1.15472,1.15486,,,,
2026-03-12T08:55:00+08:00,1.15488,1.15501,1.15457,1.15459,,,,
2026-03-12T09:00:00+08:00,1.15458,1.15514,1.15458,1.15492,,,,
2026-03-12T09:05:00+08:00,1.15492,1.15503,1.15455,1.1547,,,,
2026-03-12T09:10:00+08:00,1.15471,1.15494,1.15458,1.15491,,,,
2026-03-12T09:15:00+08:00,1.15492,1.15502,1.15472,1.155,,,,
2026-03-12T09:20:00+08:00,1.15499,1.15531,1.15487,1.15529,,,,
2026-03-12T09:25:00+08:00,1.1553,1.15536,1.15515,1.15531,,,,
2026-03-12T09:30:00+08:00,1.1553,1.15533,1.15501,1.15509,,,,
2026-03-12T09:35:00+08:00,1.15508,1.15554,1.15504,1.15551,,,,
2026-03-12T09:40:00+08:00,1.15552,1.15555,1.1554,1.1555,,,,
2026-03-12T09:45:00+08:00,1.15551,1.15553,1.15528,1.15539,,,,
2026-03-12T09:50:00+08:00,1.1554,1.15542,1.15486,1.15498,,,,
2026-03-12T09:55:00+08:00,1.15497,1.1551,1.15488,1.15508,,,,
2026-03-12T10:00:00+08:00,1.1551,1.15534,1.15506,1.15533,,,,
2026-03-12T10:05:00+08:00,1.15532,1.15543,1.15519,1.15525,,,,
2026-03-12T10:10:00+08:00,1.15528,1.15529,1.155,1.15502,,,,
2026-03-12T10:15:00+08:00,1.15502,1.15505,1.15475,1.15475,,,,
2026-03-12T10:20:00+08:00,1.15475,1.15481,1.1544,1.1545,,,,
2026-03-12T10:25:00+08:00,1.15442,1.15455,1.15411,1.15413,,,,
2026-03-12T10:30:00+08:00,1.15412,1.15427,1.15371,1.15372,,,,
2026-03-12T10:35:00+08:00,1.15373,1.15379,1.15326,1.1535,,,,
2026-03-12T10:40:00+08:00,1.15351,1.15371,1.15342,1.15354,,,,
2026-03-12T10:45:00+08:00,1.15355,1.15373,1.15333,1.15351,,,,
2026-03-12T10:50:00+08:00,1.1535,1.15375,1.15342,1.1537,,,,
2026-03-12T10:55:00+08:00,1.15368,1.15397,1.15366,1.15388,,,,
2026-03-12T11:00:00+08:00,1.15386,1.15405,1.15371,1.15373,,,,
2026-03-12T11:05:00+08:00,1.15372,1.15387,1.15364,1.15374,,,,
2026-03-12T11:10:00+08:00,1.15376,1.15385,1.15333,1.15351,,,,
2026-03-12T11:15:00+08:00,1.1535,1.15374,1.15335,1.15367,,,,
2026-03-12T11:20:00+08:00,1.15369,1.15386,1.15363,1.15381,,,,
2026-03-12T11:25:00+08:00,1.1538,1.15381,1.15348,1.15357,,,,
2026-03-12T11:30:00+08:00,1.15359,1.15379,1.15356,1.15371,,,,
2026-03-12T11:35:00+08:00,1.1537,1.15381,1.15352,1.1536,,,,
2026-03-12T11:40:00+08:00,1.15359,1.15392,1.15359,1.15385,,,,
2026-03-12T11:45:00+08:00,1.15386,1.15391,1.1538,1.15386,,,,
2026-03-12T11:50:00+08:00,1.15387,1.15403,1.15372,1.15375,,,,
2026-03-12T11:55:00+08:00,1.15376,1.15384,1.15368,1.15384,,,,
2026-03-12T12:00:00+08:00,1.15383,1.15391,1.15369,1.15387,,,,
2026-03-12T12:05:00+08:00,1.15388,1.15392,1.15379,1.15387,,,,
2026-03-12T12:10:00+08:00,1.15386,1.15394,1.1538,1.15387,,,,
2026-03-12T12:15:00+08:00,1.15389,1.154,1.15383,1.154,,,,
2026-03-12T12:20:00+08:00,1.15402,1.15402,1.15386,1.15387,,,,
2026-03-12T12:25:00+08:00,1.15386,1.15399,1.15379,1.15394,,,,
2026-03-12T12:30:00+08:00,1.15393,1.15396,1.1535,1.15356,,,,
2026-03-12T12:35:00+08:00,1.15353,1.15359,1.15338,1.15343,,,,
2026-03-12T12:40:00+08:00,1.15342,1.15347,1.15322,1.15325,,,,
2026-03-12T12:45:00+08:00,1.15327,1.15334,1.1532,1.15326,,,,
2026-03-12T12:50:00+08:00,1.15324,1.1535,1.15317,1.15347,,,,
2026-03-12T12:55:00+08:00,1.15346,1.15349,1.15321,1.15329,,,,
2026-03-12T13:00:00+08:00,1.15332,1.15427,1.15328,1.15374,,,,
2026-03-12T13:05:00+08:00,1.15375,1.15427,1.15363,1.15426,,,,
2026-03-12T13:10:00+08:00,1.15424,1.15437,1.15385,1.15397,,,,
2026-03-12T13:15:00+08:00,1.15395,1.15425,1.15364,1.15397,,,,
2026-03-12T13:20:00+08:00,1.15396,1.15406,1.15381,1.15383,,,,
2026-03-12T13:25:00+08:00,1.15381,1.15414,1.15362,1.15408,,,,
2026-03-12T13:30:00+08:00,1.15408,1.15428,1.15408,1.15411,,,,
2026-03-12T13:35:00+08:00,1.15409,1.15418,1.15403,1.15415,,,,
2026-03-12T13:40:00+08:00,1.15416,1.15448,1.15415,1.15438,,,,
2026-03-12T13:45:00+08:00,1.15439,1.15453,1.15391,1.15394,,,,
2026-03-12T13:50:00+08:00,1.15392,1.15396,1.15367,1.15393,,,,
2026-03-12T13:55:00+08:00,1.1539,1.1541,1.15376,1.15394,,,,
2026-03-12T14:00:00+08:00,1.15395,1.15444,1.15393,1.15442,,,,
2026-03-12T14:05:00+08:00,1.15443,1.1547,1.15435,1.15467,,,,
2026-03-12T14:10:00+08:00,1.15468,1.15489,1.15414,1.15433,,,,
2026-03-12T14:15:00+08:00,1.15435,1.15466,1.15429,1.15431,,,,
2026-03-12T14:20:00+08:00,1.15427,1.15473,1.15419,1.1547,,,,
2026-03-12T14:25:00+08:00,1.15469,1.15495,1.15439,1.15474,,,,
2026-03-12T14:30:00+08:00,1.15475,1.15504,1.15464,1.15502,,,,
2026-03-12T14:35:00+08:00,1.155,1.15503,1.15474,1.15477,,,,
2026-03-12T14:40:00+08:00,1.15478,1.15495,1.15474,1.15491,,,,
2026-03-12T14:45:00+08:00,1.15491,1.15514,1.15483,1.15498,,,,
2026-03-12T14:50:00+08:00,1.15496,1.15498,1.15446,1.15467,,,,
2026-03-12T14:55:00+08:00,1.15466,1.15483,1.15458,1.1548,,,,
2026-03-12T15:00:00+08:00,1.15478,1.15511,1.15462,1.15495,,,,
2026-03-12T15:05:00+08:00,1.15498,1.15514,1.1547,1.15476,,,,
2026-03-12T15:10:00+08:00,1.15477,1.1552,1.15476,1.15517,,,,
2026-03-12T15:15:00+08:00,1.15516,1.15523,1.15505,1.15519,,,,
2026-03-12T15:20:00+08:00,1.1552,1.15529,1.15503,1.15516,,,,
2026-03-12T15:25:00+08:00,1.15514,1.15516,1.15494,1.15498,,,,
2026-03-12T15:30:00+08:00,1.15496,1.15504,1.1543,1.15432,,,,
2026-03-12T15:35:00+08:00,1.15431,1.15457,1.15425,1.15451,,,,
2026-03-12T15:40:00+08:00,1.1545,1.15489,1.1545,1.15476,,,,
2026-03-12T15:45:00+08:00,1.15475,1.15494,1.15417,1.15441,,,,
2026-03-12T15:50:00+08:00,1.15442,1.15474,1.15436,1.15462,,,,
2026-03-12T15:55:00+08:00,1.15467,1.15513,1.1546,1.15512,,,,
2026-03-12T16:00:00+08:00,1.15511,1.15557,1.15503,1.15544,,,,
2026-03-12T16:05:00+08:00,1.15543,1.15543,1.1552,1.15537,,,,
2026-03-12T16:10:00+08:00,1.15536,1.1556,1.15534,1.15543,,,,
2026-03-12T16:15:00+08:00,1.15544,1.15558,1.15528,1.15547,,,,
2026-03-12T16:20:00+08:00,1.15546,1.15547,1.15504,1.15504,,,,
2026-03-12T16:25:00+08:00,1.15506,1.15528,1.15486,1.15488,,,,
2026-03-12T16:30:00+08:00,1.15483,1.15502,1.15469,1.15485,,,,
2026-03-12T16:35:00+08:00,1.15486,1.15496,1.1546,1.15467,,,,
2026-03-12T16:40:00+08:00,1.15468,1.15495,1.1545,1.15491,,,,
2026-03-12T16:45:00+08:00,1.15498,1.15503,1.15444,1.15485,,,,
2026-03-12T16:50:00+08:00,1.15486,1.15488,1.15433,1.15438,,,,
2026-03-12T16:55:00+08:00,1.15437,1.15484,1.15433,1.15474,,,,
2026-03-12T17:00:00+08:00,1.15473,1.15483,1.15448,1.15473,,,,
2026-03-12T17:05:00+08:00,1.15472,1.15489,1.15453,1.15466,,,,
2026-03-12T17:10:00+08:00,1.15464,1.15469,1.15447,1.15462,,,,
2026-03-12T17:15:00+08:00,1.15461,1.15493,1.15455,1.15492,,,,
2026-03-12T17:20:00+08:00,1.15492,1.15518,1.15476,1.15515,,,,
2026-03-12T17:25:00+08:00,1.15513,1.1556,1.15506,1.15554,,,,
2026-03-12T17:30:00+08:00,1.15555,1.15583,1.15549,1.15576,,,,
2026-03-12T17:35:00+08:00,1.15575,1.15579,1.15553,1.15564,,,,
2026-03-12T17:40:00+08:00,1.15566,1.15599,1.15565,1.15593,,,,
2026-03-12T17:45:00+08:00,1.15595,1.15604,1.15566,1.15601,,,,
2026-03-12T17:50:00+08:00,1.156,1.15606,1.15577,1.15588,,,,
2026-03-12T17:55:00+08:00,1.15591,1.15614,1.15585,1.15598,,,,
2026-03-12T18:00:00+08:00,1.15597,1.1562,1.15591,1.15617,,,,
2026-03-12T18:05:00+08:00,1.15616,1.1563,1.15595,1.15603,,,,
2026-03-12T18:10:00+08:00,1.15604,1.15622,1.15572,1.15576,,,,
2026-03-12T18:15:00+08:00,1.15575,1.15576,1.1552,1.15537,,,,
2026-03-12T18:20:00+08:00,1.15536,1.15544,1.15506,1.15506,,,,
2026-03-12T18:25:00+08:00,1.15505,1.15513,1.15492,1.15496,,,,
2026-03-12T18:30:00+08:00,1.15495,1.15561,1.15495,1.1556,,,,
2026-03-12T18:35:00+08:00,1.15558,1.15558,1.15534,1.15548,,,,
2026-03-12T18:40:00+08:00,1.15549,1.1555,1.15516,1.15531,,,,
2026-03-12T18:45:00+08:00,1.15532,1.15563,1.15525,1.1555,,,,
2026-03-12T18:50:00+08:00,1.15554,1.15574,1.15528,1.15563,,,,
2026-03-12T18:55:00+08:00,1.15562,1.15584,1.15558,1.15578,,,,
2026-03-12T19:00:00+08:00,1.15577,1.15589,1.1555,1.15573,,,,
2026-03-12T19:05:00+08:00,1.15574,1.1559,1.15567,1.15585,,,,
2026-03-12T19:10:00+08:00,1.15584,1.1561,1.15578,1.15586,,,,
2026-03-12T19:15:00+08:00,1.15587,1.15594,1.15571,1.15592,,,,
2026-03-12T19:20:00+08:00,1.15593,1.15609,1.15589,1.15603,,,,
2026-03-12T19:25:00+08:00,1.156,1.15605,1.15576,1.15593,,,,
2026-03-12T19:30:00+08:00,1.15596,1.15624,1.15582,1.15609,,,,
2026-03-12T19:35:00+08:00,1.1561,1.15662,1.15604,1.15638,,,,
2026-03-12T19:40:00+08:00,1.15637,1.15641,1.15605,1.15626,,,,
2026-03-12T19:45:00+08:00,1.15627,1.15638,1.15597,1.15597,,,,
2026-03-12T19:50:00+08:00,1.15598,1.15604,1.15528,1.1553,,,,
2026-03-12T19:55:00+08:00,1.15531,1.15576,1.15524,1.15564,,,,
2026-03-12T20:00:00+08:00,1.15565,1.15575,1.15508,1.15513,,,,
2026-03-12T20:05:00+08:00,1.15512,1.15512,1.15449,1.15468,,,,
2026-03-12T20:10:00+08:00,1.15465,1.15492,1.15455,1.15466,,,,
2026-03-12T20:15:00+08:00,1.1547,1.15476,1.15408,1.15408,,,,
2026-03-12T20:20:00+08:00,1.15406,1.15412,1.15365,1.15395,,,,
2026-03-12T20:25:00+08:00,1.15393,1.15413,1.15389,1.15401,,,,
2026-03-12T20:30:00+08:00,1.15404,1.1541,1.15352,1.15354,,,,
2026-03-12T20:35:00+08:00,1.15355,1.15362,1.15328,1.15354,,,,
2026-03-12T20:40:00+08:00,1.15353,1.15378,1.15337,1.15358,,,,
2026-03-12T20:45:00+08:00,1.15357,1.1539,1.15326,1.1539,,,,
2026-03-12T20:50:00+08:00,1.15391,1.15403,1.15351,1.1537,,,,
2026-03-12T20:55:00+08:00,1.15373,1.15399,1.1537,1.15394,,,,
2026-03-12T21:00:00+08:00,1.15395,1.15472,1.15389,1.15457,,,,
2026-03-12T21:05:00+08:00,1.15458,1.15505,1.15452,1.15466,,,,
2026-03-12T21:10:00+08:00,1.15465,1.15473,1.15393,1.15396,,,,
2026-03-12T21:15:00+08:00,1.15395,1.15405,1.15281,1.15285,,,,
2026-03-12T21:20:00+08:00,1.15288,1.15362,1.15201,1.15328,,,,
2026-03-12T21:25:00+08:00,1.15327,1.15393,1.15318,1.15363,,,,
2026-03-12T21:30:00+08:00,1.15361,1.15392,1.15311,1.15344,,,,
2026-03-12T21:35:00+08:00,1.15341,1.15391,1.15323,1.15383,,,,
2026-03-12T21:40:00+08:00,1.1538,1.1538,1.15337,1.15349,,,,
2026-03-12T21:45:00+08:00,1.15348,1.15348,1.15254,1.15293,,,,
2026-03-12T21:50:00+08:00,1.15294,1.15345,1.15245,1.15252,,,,
2026-03-12T21:55:00+08:00,1.15251,1.15272,1.15208,1.15261,,,,
2026-03-12T22:00:00+08:00,1.15263,1.15318,1.15263,1.15289,,,,
2026-03-12T22:05:00+08:00,1.15288,1.15294,1.15232,1.1526,,,,
2026-03-12T22:10:00+08:00,1.15262,1.15285,1.15238,1.15282,,,,
2026-03-12T22:15:00+08:00,1.15287,1.15332,1.15216,1.15231,,,,
2026-03-12T22:20:00+08:00,1.1523,1.15264,1.1522,1.15244,,,,
2026-03-12T22:25:00+08:00,1.15245,1.15273,1.15201,1.15203,,,,
2026-03-12T22:30:00+08:00,1.15205,1.15232,1.152,1.15206,,,,
2026-03-12T22:35:00+08:00,1.15203,1.1525,1.15168,1.15186,,,,
2026-03-12T22:40:00+08:00,1.15187,1.15248,1.15168,1.15241,,,,
2026-03-12T22:45:00+08:00,1.1524,1.15319,1.15154,1.15174,,,,
2026-03-12T22:50:00+08:00,1.15173,1.15238,1.1516,1.15238,,,,
2026-03-12T22:55:00+08:00,1.15241,1.15265,1.15188,1.15205,,,,
2026-03-12T23:00:00+08:00,1.152,1.15221,1.15149,1.15156,,,,
2026-03-12T23:05:00+08:00,1.15158,1.15179,1.15121,1.1513,,,,
2026-03-12T23:10:00+08:00,1.15129,1.15162,1.15107,1.15143,,,,
2026-03-12T23:15:00+08:00,1.15142,1.15175,1.15134,1.15149,,,,
2026-03-12T23:20:00+08:00,1.15152,1.15205,1.15136,1.15202,,,,
2026-03-12T23:25:00+08:00,1.15201,1.15205,1.15156,1.15203,,,,
2026-03-12T23:30:00+08:00,1.15201,1.15205,1.15157,1.15205,,,,
2026-03-12T23:35:00+08:00,1.15203,1.15256,1.15157,1.15246,,,,
2026-03-12T23:40:00+08:00,1.15247,1.15287,1.15212,1.15248,,,,
2026-03-12T23:45:00+08:00,1.15249,1.15265,1.15212,1.15243,,,,
2026-03-12T23:50:00+08:00,1.15242,1.15269,1.15222,1.15262,,,,
2026-03-12T23:55:00+08:00,1.15261,1.15261,1.15189,1.1522,,,,
2026-03-13T00:00:00+08:00,1.15216,1.15246,1.15206,1.15217,,,,
2026-03-13T00:05:00+08:00,1.15215,1.15248,1.15138,1.15149,,,,
2026-03-13T00:10:00+08:00,1.15148,1.152,1.15144,1.1519,,,,
2026-03-13T00:15:00+08:00,1.15191,1.15228,1.15166,1.15224,,,,
2026-03-13T00:20:00+08:00,1.15225,1.15325,1.15218,1.1527,,,,
2026-03-13T00:25:00+08:00,1.1527,1.15277,1.15192,1.15205,,,,
